"","AlignID","Factor","tmean","FoundIn","4_Blank","109_QC","110_QC","23_QC","29_QC","35_QC","50_QC","56_QC","62_QC","7_QC","77_QC","8_QC","83_QC","90_QC","96_QC","10_GC_Neg","100_MB_CPos2","101_GC_Neg","102_GC_0","103_GC_Pos","104_GC_2","105_GC_A","106_GC_1","107_GC_C","108_GC_B","11_GC_0","12_GC_Pos","13_GC_2","14_GC_A","15_GC_1","16_GC_C","17_GC_B","18_MB_CNeg0","19_MB_CNeg2","20_MB_APos2","21_MB_BPos1","22_MB_APos1","24_MB_ANeg0","25_MB_CPos2","26_MB_BPos0","27_MB_CNeg0","28_MB_APos2","30_MB_ANeg1","31_MB_APos2","32_MB_APos0","33_MB_CNeg0","34_MB_BPos0","37_GC_Neg","38_GC_0","39_GC_Pos","40_GC_2","41_GC_A","42_GC_1","43_GC_C","44_GC_B","45_MB_APos0","46_MB_BPos2","47_MB_ANeg1","48_MB_CNeg2","49_MB_CPos0","51_MB_CNeg2","52_MB_CNeg1","53_MB_BPos1","54_MB_APos1","55_MB_BNeg0","57_MB_APos1","58_MB_ANeg2","59_MB_BPos2","60_MB_CPos2","61_MB_BNeg1","64_GC_Neg","65_GC_0","66_GC_Pos","67_GC_2","68_GC_A","69_GC_1","70_GC_C","71_GC_B","72_MB_ANeg2","73_MB_BPos2","74_MB_CPos0","75_MB_BNeg1","76_MB_ANeg1","78_MB_APos0","79_MB_BNeg1","80_MB_CPos1","81_MB_BPos0","82_MB_ANeg0","85_MB_BPos1","86_MB_CNeg1","87_MB_BNeg2","88_MB_CPos1","89_MB_BNeg0","91_MB_CNeg1","92_MB_CPos0","93_MB_BNeg0","94_MB_ANeg0","95_MB_BNeg2","97_MB_ANeg2","98_MB_CPos1","99_MB_BNeg2"
"522",521,"Factor #521",19.1731,101,31.88568,1340.18,1544.614,1243,1719.27,1349.27,1178.404,1488.344,1446.151,2718.261,1054.144,2998.046,693,1007.555,1339.141,1806,2374.624,783.8771,1359.602,2994.727,681.7228,1072.002,802.4215,966.7805,2837.641,2576.641,1924.586,3012.406,2469,2140.243,3492.561,1544.247,3786.081,1337,1667.356,194.0109,2555.622,1489.059,3338.251,384.5167,2748.348,750,1433.105,1278.674,2303.127,2354.015,262.0747,1891.029,1406.718,989.3632,1435.706,779,1213.891,1149,799.1494,1752.476,2664.777,1198,631.2981,1977.393,1101.448,1704.148,117.6447,891,769.3788,2042.674,1110.311,2819.12,3019.43,492.259,1673.139,1225.79,1028.17,1641.492,1081,1280.898,1977.1,519.5699,1020.213,3652.644,2146.636,431.9398,825.3515,1286.436,319.1227,2239,134.86,576.4875,107.6696,1251.592,617.4518,2357.466,696.8272,1398.482,2942.653,451.7292,964.8176,704.304,1259.813,2471.195,676.1158
"523",519,"Factor #519",19.1734,101,39.28389,1309,1527,1952,1708,1302,1110,1475,1432,2713,1041,2992,871.3455,977,1305,3783,2345,770,1348,2974,707,1042,750,959,2819,2569,1918,3004,2469,2134,3577,1511,3775,1434,1658,161.3153,2545,1481,3312,397.9081,2737,1303,1430,1270,2291,2387,262.0747,1879,1396,981,1422,1481,1205,2086,790,1741,2652,1137,624,1956,1090,1692,120.6828,2206,757,2028,1105,2804,2999,561.4405,1660,1214,1019,1628,1412,1272,1962,678,1014,3629,2130,431.9398,816,1273,379.4705,2239,161.1467,569,110.6429,1241,617.4518,2339,685,1386,2921,608,859,690.1301,1251,2454,665
"524",520,"Factor #520",19.1749,101,32.19833,1250,1301.537,1948,1719.27,1168,1165,1413,1357,2702,1031.629,2998.046,856,994,1206,3783,2345,765.0075,1285,2994.727,681.7228,1053.713,792.9432,939.2499,2837.641,2569,1777,3004,2469,2134,3602.708,1535,3775,1121,1614,161.3153,2545,1489.059,3338.251,382.8646,2748.348,1310.447,1433.105,1278.674,2303.127,2399.536,270.5095,1855,1234,981,1422,1334,1213.891,2102.772,799.1494,1752.476,2596,1226.313,631.2981,998,945.9617,1704.148,111.495,2206,758,2015,1074,2804,2999,505.4694,1673.139,1095,947,1617,1196,1140,916,687.4394,1020.213,3652.644,2147.99,431.9398,735.0475,1221,347.9053,2149,180.6002,576.4875,137.6948,1251.592,607.7996,2357.466,628.5229,1398.482,2942.653,544.7727,871.5929,690.1301,1169,2471.195,619.8492
"525",522,"Factor #522",19.1773,101,41.84264,1340.18,1096,1963.053,1599.901,1314.406,959.6213,1427.133,1053,2718.261,1031.629,2812.289,871.3455,948.2071,1339.141,3789.461,2333.323,596,1189.793,2705.286,582.6793,941.0608,792.9432,939.2499,2837.641,2515.806,1833.535,2896.717,2463.377,2102.181,3602.708,1519.487,3730.114,1144.67,1623.339,194.0109,2366.601,1489.059,2753.051,384.5167,2664.686,1282.588,1400.26,1222.18,2228.492,2399.536,270.5095,1867.095,1406.718,540,1435.706,1433.179,1213.891,1722.297,794.4102,1716.637,2360.455,1203.97,455.4285,1664,826.0882,1416.906,126.4527,2221.55,706.8135,2042.674,1110.311,2102.912,2511.139,613.9695,1549.896,1210.172,1028.17,1631.032,1422.108,1149.362,1655.33,616.8307,803,3059.362,1686.143,416.9833,725,1286.436,319.1227,2047.965,157.4656,576.4875,265.3074,1175.098,617.4518,2273.082,670.5229,1398.482,2430,438.9466,926.4771,690.1301,1202.613,2417.613,676.1158
"526",527,"Factor #527",19.1812,101,32.82755,1266.254,1301.537,1241.793,1096.921,1242.454,959.6213,1427.133,1225.679,1927.308,1031.629,2812.289,871.3455,867.8158,1222.497,3032.46,1484.407,782.2249,1019.576,1991.581,718.8097,941.0608,802.4215,956.2544,1815,2131.876,1402.522,2617.724,2472.954,1822.409,2529.814,1544.247,3304.308,1408.102,1493.8,194.0109,1606.862,1082.042,1535.064,382.8646,2748.348,560,1295.763,1222.18,1995.204,2171.886,270.5095,1633.943,1376.636,985.872,1063.581,1433.179,1037.781,1722.297,799.1494,1676.62,1257.547,1203.97,519.559,1685.653,1077.096,1416.906,128.056,1571.059,769.3788,1484.475,1110.311,1787.521,1561.974,578.4332,1436.425,1107.164,956.5285,1230.659,1105.659,943.8763,1655.33,687.3959,920.73,3059.362,1686.143,431.9398,798.9821,1286.436,379.4705,2047.965,166.8297,576.4875,215.5964,1238.346,617.4518,1929.973,670.5229,1106.569,2241.535,620.251,964.8176,704.304,1028.977,1212,676.1158
"527",524,"Factor #524",19.1819,101,33.10542,1266.254,1301.537,1503.619,1629.074,1242.454,1099.882,1427.133,1225.679,1927.308,1031.629,2812.289,916.2151,1007.555,1339.141,3497.938,2097.536,608.5727,1019.576,2994.727,718.8097,941.0608,802.4215,956.2544,2837.641,2515.806,1833.535,1948.202,2472.954,2001.191,3265.553,1544.247,3304.308,1444.32,1493.8,114.4958,2000.992,1020.114,1837.729,384.5167,2104.717,749.5571,1295.763,1278.674,1995.204,2399.536,270.5095,1867.095,1376.636,985.872,1063.581,1343.94,864,2058.187,799.1494,1716.637,1257.547,911,631.2981,1469.566,945.9617,1235.993,126.2722,1840.885,769.3788,1278.448,999.6118,1417.825,2511.139,507.8824,1216.251,1107.164,1028.17,1423.529,1105.659,943.8763,1390.678,687.3959,988.6019,3059.362,1686.143,152.7141,825.3515,725,133.7209,2047.965,130.0906,435.4005,254.793,1228,617.4518,2339,336.111,735,2584.04,298.1637,964.8176,704.304,1028.977,2471.195,619.8492
"528",523,"Factor #523",19.1845,101,39.28356,1340.18,697.4576,885,1374.964,1180.894,1099.882,1427.133,1225.679,1569,1031.629,2136.375,916.2151,1007.555,1339.141,3497.938,2097.536,783.8771,1189.793,2994.727,363.9984,941.0608,802.4215,966.7805,2136.65,1346.405,1214.261,2888,2008,1047,2032.379,1159.156,2840.873,1347.843,1303.609,194.0109,770,1082.042,1535.064,397.9081,2104.717,749.5571,1295.763,1222.18,1455.703,817,270.5095,1867.095,1406.718,985.872,1192.972,1343.94,1213.891,1722.297,799.1494,1302.306,1612.013,1203.97,631.2981,1685.653,945.9617,1235.993,118.9972,991,769.3788,1278.448,999.6118,1787.521,1576.473,583.5637,1436.425,1210.172,1028.17,1423.529,1207.399,1149.362,1390.678,687.3959,988.6019,3652.644,2012.672,323.1242,825.3515,1286.436,238.7324,1778.139,40.28173,576.4875,136.9285,1238.346,617.4518,2357.466,392.2185,1298.613,2834.151,300.3539,964.8176,207.0452,1202.613,2417.613,676.1158
"530",528,"Factor #528",19.1916,101,39.82642,733.6326,838.8753,895.4009,730.9208,840.8888,816.7739,676.9592,1068.201,765,624.9699,1642,785.8238,867.8158,866.0102,1812.547,1111.234,723.964,863.1209,2425.8,582.6793,707.002,792.9432,939.2499,2136.65,1346.405,746,1618.593,1322.892,1053.409,1586.988,721.6379,1216.395,926.6263,829.0416,194.0109,1054.601,647.613,1837.729,384.5167,1754.108,567.5673,793.1793,1078.337,661.0671,2354.015,262.0747,1867.095,679.1905,549.9637,881.4455,702.1792,664.9662,1114.207,502.3668,1033.798,1612.013,1203.97,455.4285,1469.566,826.0882,797.4961,120.2855,1298.885,493.2049,806.3521,1110.311,1417.825,1576.473,578.4332,1216.251,807.042,956.5285,1423.529,669.1812,757.7024,938.7651,468.4394,618.2493,3059.362,1686.143,416.9833,648.2868,737.7684,404.5846,1444.119,196.3828,475.444,135.7568,1059.518,617.4518,914.6327,388.7401,746.6536,2414.339,544.7727,871.5929,275.7766,658.342,1010.668,670.9173
"532",525,"Factor #525",19.1944,101,32.71412,618.0366,838.8753,895.4009,569.4649,622.1014,633.1439,536.0896,730.7164,1927.308,624.9699,2136.375,650.0412,867.8158,866.0102,3032.46,1111.234,608.5727,863.1209,1357.034,681.7228,707.002,577.7693,788.6802,698,2515.806,1402.522,1290.463,1322.892,1294.191,1586.988,619.444,3304.308,742.3844,660.5899,194.0109,781.4704,492.8361,1106,258.2124,2104.717,320.4139,566.6576,456.136,661.0671,1079.886,270.5095,1633.943,539.8372,826.1505,1063.581,702.1792,473.6298,847.749,799.1494,582,782,1226.313,383.6894,824.7622,476.7317,1025.157,112.0929,1008.754,706.8135,616,536.3093,831,933.3952,496.9207,658.2387,807.042,956.5285,611.2569,669.1812,757.7024,729.6216,421.7532,618.2493,1254.123,917.7067,397.871,563.6127,737.7684,379.4705,1444.119,196.3828,435.4005,144.0893,477.5636,584.5388,730.1181,472.0446,746.6536,1210.81,544.7727,493.6798,573.3475,1202.613,1010.668,510.8057
"534",533,"Factor #533",19.1959,101,40.14584,733.6326,697.4576,895.4009,730.9208,622.1014,816.7739,453.0206,919.437,1337.221,1031.629,980.5494,650.0412,571.4502,866.0102,1812.547,1111.234,599.8564,863.1209,2605.473,696.1478,941.0608,689.2476,939.2499,1273.432,1110.84,752.6809,1618.593,1087.24,872.5212,1571,611,1216.395,926.6263,660.5899,194.0109,1054.601,492.8361,1535.064,382.8646,1754.108,567.5673,793.1793,918.4078,842.4417,1079.886,270.5095,1867.095,431.0574,443.7592,688.3102,582.5051,473.6298,847.749,436.7594,775.376,1257.547,679.487,455.4285,1443.261,692.2994,797.4961,121.1184,1298.885,389.0293,806.3521,999.6118,1120.668,1576.473,859.185,924.4254,807.042,956.5285,611.2569,669.1812,757.7024,715,370.4527,618.2493,1254.123,1338.969,687.1508,563.6127,579.101,628.4582,1104.142,196.3828,475.444,168.1633,1059.518,607.7996,730.1181,434.3272,1106.569,2414.339,544.7727,371.1654,345.2694,658.342,1010.668,619.8492
"535",538,"Factor #538",19.197,101,17.39794,500.6058,571.4735,354.8287,367.3843,313.7819,491.7164,408.0578,712.2381,257.9047,268.5854,222.795,243.593,259.5527,425.2482,127.4351,224.6614,534.7267,128.8373,3569.489,676.4205,118.4478,277.6003,381.6229,174.8107,513.8656,502.6841,409.5052,155.1967,362.2384,664.6589,490.7503,360.452,1005.427,105.7842,51.21642,116.2764,80.71088,114.405,52.05166,347.8214,68.83047,51.63887,65.81961,86.44164,265.5571,47.86404,141.0081,431.0574,399.2016,346.8644,134.8768,221.8853,629.4287,357.4681,135.3418,91.50699,76.75377,358.7327,1818.961,644.4943,201.2957,103.4903,177.273,379.277,209.1821,283.6346,171.9044,129.5469,1214,242.6645,411.7472,377.2641,336.5009,191.0122,187.9103,606.8536,370.4527,239.0243,262.4429,1039.623,813,295.7926,103.2664,717,713.1666,112.4194,92.49967,367.1825,86.64782,242.1062,150.5923,296.3692,113.9306,3143.354,592.5574,107.7535,331.9692,456.4467,161.4662,308.8863
"537",536,"Factor #536",19.204,101,9.098723,500.6058,571.4735,406.56,370.7741,312.8602,491.7164,488.6654,647.828,242.9721,317.0466,305.3016,238.2587,326.4921,468.4946,173.6483,233.4715,599.8564,97.71156,3588,743.8893,157.0399,371.8918,385.7169,184.2251,506.8487,502.6884,413.8416,186.0712,362.4388,682.4386,490.1951,390.624,1036,98.83908,13.84032,130.5791,78.7153,201.9502,77.1602,351.2984,93.59292,94.0203,81.19512,97.33889,275.2761,48.65081,265.0535,431.0574,393.949,353.333,134.9965,241.4601,577.4874,394.0251,111.9823,114.4448,71.96936,335.6585,1710,872,233.2733,14.14458,176.4576,330.9663,171.4325,292.9572,192.2965,148.2587,1315,270.7851,418.6396,360.6207,340.4012,165.4994,275.2527,602.4638,370.4527,306.9484,267.9049,1751,873.1847,330.9429,88.69107,756.8358,707.2107,65.7878,64.88444,43.3437,117.6316,208.3336,134.1882,434.3272,83.83174,3160,645,96.07107,331.9692,463.9214,146.0729,285.8301
"538",535,"Factor #535",19.205,101,9.534889,500.6058,571.4735,405.2174,368.3064,311.6907,491.7164,488.6654,712.2381,225.1021,383.4619,300.119,300.4645,283.1315,493.4462,173.3391,217.2913,621,88.47975,3588,765.706,152.6204,371.8918,382.8226,131.3443,511.0727,501.6454,405.7135,174.1018,338.624,680.1892,489.1392,385.8804,1021,88.44766,14.6756,109.9001,72.85262,176.1754,83.00683,270.2653,86.05855,37.23763,74.82865,77.24621,269.3017,48.46533,260.9998,431.0574,393.4111,350.8391,130.2269,246.3434,574.2728,394.0251,100.1538,88.95249,57.93894,363.9109,1839,872,210.7404,28.64418,204.2282,394.8472,139.5023,292.9572,175.2393,120.7252,1398,247.3866,417.8574,360.4213,337.7761,151.3852,273.7857,583.8312,322.6462,306.2432,259.0837,1751,897,330.364,87.84232,781,704.6907,62.76525,61.92157,65.69294,114.4299,237.305,135.3508,434.3272,74.4396,3248,620.3459,91.52987,331.9692,463.9214,129.8348,342.9259
"540",537,"Factor #537",19.2071,101,9.793851,500.6058,571.4735,404.8797,367.4858,311.5931,491.7164,488.6654,712.2381,252.5976,383.4619,299.3473,300.4645,330.6036,493.4462,171.1435,213.9988,599.8564,85.63712,504,765.706,149.7719,371.8918,385.7169,165.9605,503.17,502.2945,404.1847,172.1239,357.1493,679.2515,489.0945,384.6899,1005.427,85.65415,11.74437,103.6566,70.3011,164.4264,82.03415,345.3197,83.62034,23.40655,73.46952,71.83715,268.1677,60.02252,259.7176,431.0574,393.6019,349.3439,131.9359,245.6372,624.7017,387.3098,94.69459,80.35988,52.85448,363.9109,1788,785.7358,191.7489,37.11022,159.6216,394.8472,211.438,292.9572,183.9037,110.5555,1120,279.1576,416.0368,408.9749,354.7505,147.7983,273.3309,600.8884,370.4527,324.2452,254.1955,1450,873.1847,329.7301,82.48946,756.8358,704.7164,65.73831,18.79134,29.42326,112.3617,233.7085,111.4127,462.3489,70.83953,3229.992,620.3459,146.4106,345.2694,463.9214,124.0276,342.9259
"541",542,"Factor #542",19.2159,101,13.31706,472.0435,499.0421,274.0461,347.4946,191.4672,228.8252,360.788,412.4145,180.2458,237.8515,176.0478,330.8261,305.5901,360.4623,219.7765,908.3913,431.6957,287.5217,532.7677,306.1715,304.6832,292.3478,160.8219,537.3427,97.88768,137.2614,412.5449,245.1249,199.8622,350.2383,266.28,326.7012,171.9634,225.6345,66.96746,437.3913,189.737,983,139.8261,333.5549,221.4755,230.6087,196.4658,365.57,281.4263,74.72921,302.5217,238.328,205.1684,404.6087,249.2093,240.7466,387.5457,295.7143,354.5217,847.3478,280.667,137.361,328.9824,161.77,182.7801,44.31768,523,291.7565,409.7517,198.382,904.6087,874,160.0599,421.1739,308.2754,263.2174,478.5652,409.6522,266.8261,418.4872,291.8509,153.6854,731.1304,334.9852,121.6146,154.5593,328.3313,103.0164,476.4335,137.1739,142.3913,16.60983,232.9582,170.9565,400.002,234.5047,180.7188,484.0607,266.039,302.7391,282.087,215.0794,362.7391,147.6834
"542",543,"Factor #543",19.216,101,15.8731,464.9565,487.3478,283.745,323.0187,254.9176,235.0047,366.9934,415.3396,337.1857,316.8274,263.356,330.8261,299,375.9998,254.3753,864.1304,431.6957,287.5217,506.691,309.8603,308.5641,292.3478,157.5716,546.8818,290.6519,189.7851,430.6155,251.4547,213.8849,355.6676,286.6902,328.0925,159.6971,232.3055,69.17465,437.3913,193.8069,915.2609,139.8261,378.4655,232.6507,230.6087,196.7667,351.4408,273.2079,76.68606,302.5217,213.4958,217.1913,391.1304,257.3478,249.9116,414.1873,264.3361,344.1304,847,284.9985,129.9255,294.7774,201.832,207.5083,41.67091,522.9565,290.1923,429.4783,197.8593,905,873.5652,176.3559,403.0435,308.9183,271.1351,478.5652,409.6522,266.8261,419.9213,304.887,163.0197,809,368.3494,136.6961,189.2609,344.2174,95.14239,496.099,137.1739,172.6087,40.42556,166.5652,179.3433,382.9565,270.3548,169.3913,452.5119,265.3594,302.7391,282.087,222.7616,417.0249,178.6534
"546",546,"Factor #546",19.3806,101,30.24793,341.2609,313.9565,321.6957,280.7826,297.5652,321.5217,279.5217,318.2609,311.3478,273.2609,392.2174,262.8261,286.8261,308.6087,257.3913,143.8142,231.6957,121.3913,483.8261,176.7826,284.3913,221.5652,206.4783,612,243.6957,243.7391,315.6957,446.1739,444.8696,355.2174,245.087,168.2609,168.3913,290.7826,117.5652,408.2174,296.7826,140.9565,127.4783,140.2174,257,453.5217,265.4348,536,108.8261,91.52174,374.6957,365.1304,208.4783,271.2174,347.6957,314.0435,293.4783,228.2174,493.7391,433.8261,449.0435,128.2174,407.3478,114,163.6957,95.43478,518.5652,238.1304,573.913,339.3478,473.913,415.9943,226.6522,356.913,308.4348,247.913,356.7391,434.3043,283.4348,267.7391,233.5652,267.2174,488.2609,460.2609,144.913,278.5652,347.1739,138.4783,666.1739,120.6522,118.1739,73.69565,72.91304,174.8696,702,240.2174,68.52174,476.3478,229.5652,294.087,200.3478,287.087,537.4783,195.087
"548",548,"Factor #548",19.515,101,11.53519,137.4783,166.0778,318.6522,281.2174,225.4783,186.087,195.6087,185.7391,429.6957,178.3913,476.7391,167.2609,103.0435,129.6522,483.4348,424.1739,96.37998,61.68147,151.4312,88.75955,114.0422,561,128.131,304.3043,119.8411,240.6087,448.087,307.1304,503.3478,348.5652,441.087,140.2644,102.7191,152.521,291.917,1108,135.7601,780.6522,91.93594,132.3913,169.1471,488.3603,139.0279,193.1045,85.78261,95.12293,268.5217,59.86957,162.1304,217.9565,174.4348,351.1739,187.1739,172.7391,263.008,255.831,423.6522,89.32688,108.5494,83.07381,89.68843,98.08696,828,113.6644,727,148.1545,226.4348,691.1739,166.9565,255.1739,41.13659,131.4348,191.913,181.1617,298.6957,155.8261,136.1739,135.1562,241.1552,139.656,141.8261,157.1304,184.1493,93.82609,464,51.68298,105.3305,94.04348,91.82609,425.5652,354.0435,133.0475,72.6087,152.5851,23.76648,153.5125,548.2174,147.7754,272.8261,390.8696
"550",552,"Factor #552",19.5439,101,18.3542,806.193,959.1985,1247.943,1045.395,1229.591,739.6064,1025.307,823.3896,1385.577,765,1071.16,714.8816,581.5933,714.5332,1055.477,1082.958,473.4318,587.0083,870.6249,344.2181,688.4881,221.6116,259.7826,1058.112,1829.147,882.8537,1709.909,1671.853,962.307,1519.375,513.1892,1504.993,503.5441,1072.586,110.9375,1356.866,1159.252,665.1495,368.5726,1719.466,1144.068,612.9656,1210.694,1414.767,1711.3,393.4226,1036.527,1167.126,708.5491,1182.197,1042.835,647.3838,1314.077,301.4009,1057.701,809,664,349.8532,869.5643,502.1683,640.3177,57.09263,1526.549,580.338,1365.873,309.3979,813.3001,1409.861,95.88998,1119.359,846.1632,696.3421,883.0978,894.5917,578.7363,1069.901,307.7259,305.955,863.9011,747.037,79.25167,397.8696,727,79.4317,1357,184.1769,498.2123,57.6087,534.4165,162.1739,1209,445.9511,588.1784,898.1258,415.8275,668.6256,195.2125,285.4783,999.0795,185
"551",550,"Factor #550",19.548,101,31.82635,953,1048,1345,1342,1259,1169,1061.437,1095,1535,917,1432.739,798,765,906,1065,1195.789,423.3013,668,880.8423,344.2181,777,248.3338,173.4705,1146,1934,1212,1709.909,1671.853,1071,1618.297,498.1023,1506.906,652,1354,94.60567,1319.353,1200.035,1775,403.2682,1719.466,1339,622.5308,1252.085,1583,1972,393.4226,1500.159,1431,847,1283,1224,647.3838,1422,350.489,1154,858.5028,782,349.8532,1015,546,915,36.72886,1658,609.6423,1583,309.3979,909,1646,42.68427,1047.229,922.8403,682.0377,1182,892,630,1069.901,307.7259,273.3594,863.9011,832,22.42685,339.3865,848,40.64204,1509,184.1769,619,57.6087,797.5996,137.9775,1195.864,451.7337,669,914.2997,415.8275,718.2343,166.8696,269.5971,1090,212.2746
"552",551,"Factor #551",19.5502,101,15.71014,892,1026.472,1433,1267.492,1229.591,1074.504,1017.698,904.2718,1422.795,823.7423,1432.739,804.7475,676.8977,832.383,1073.564,1195.789,423.3013,605.0523,870.6249,344.2181,728.1403,208.913,259.7826,1058.112,1934,1314,1709.909,1866,976,1618.297,479.9718,1506.906,503.5441,770,70.65217,1460,1200.035,1765.852,391.3552,1719.466,1244.924,581.3569,1252.085,1476.115,1859.844,403.727,1500.159,1330.3,837.2448,1287,1294,647.3838,1320.172,353.7488,1173,858.5028,688.8615,370.6793,927.1883,463.6466,1054.777,33.13332,1558.188,609.6423,1481.519,343.7022,760.0828,1574.427,24.53621,1119.359,1084.803,682.0377,1090.352,1016.505,578.7363,1103.075,278.9433,305.955,921.3793,794.2979,10.69741,345.4737,691.8984,58.21683,1413.808,180.0429,557.3859,57.6087,757,199.0435,1195.864,471.9946,641.2825,936.7345,415.8275,807,195.2125,245.2132,944.9907,212.2746
"553",553,"Factor #553",19.5502,101,31.73836,863.4974,1026.472,1331.9,1267.492,1229.591,1074.504,1061.437,1052.384,1422.795,823.7423,1432.739,829.0971,763.7238,832.383,1073.564,1195.789,473.4318,605.0523,880.8423,362.3536,729.662,208.913,164.3061,1078.068,1829.147,1342.352,1709.909,1748.717,1033.611,1731,513.1892,1506.906,551.0658,1251.477,70.65217,1356.866,1200.035,1765.852,403.2682,1827,1244.924,622.5308,1252.085,1476.115,1859.844,403.727,1500.159,1330.3,845.6795,1185.023,1191.971,680.3403,1320.172,353.7488,1073.182,871.155,614.5137,370.6793,962.1448,441.4292,1054.777,48.43478,1558.188,695,1481.519,309.3979,848.4741,1574.427,25.00743,1119.359,1084.803,696.3421,1090.352,1016.505,544.1711,1103.075,307.7259,247.2551,921.3793,794.2979,15.98065,305.5483,755.0288,22.30213,1413.808,172.003,557.3859,57.6087,797.5996,108.593,1195.864,379.9611,673.9346,936.7345,415.8275,718.2343,219.169,215.3797,999.0795,212.2746
"554",549,"Factor #549",19.5508,101,14.18234,953,1119,1433,1372,1264,1111,1158,1095,1535,917,1544,896,854,906,1175,1270,423.3013,690,970,344.2181,816,208.913,275,1169,1890,1459,1801,1852,1148,1731,600,1619,590,1354,96.28395,1460,1295,1873,403.2682,1827,1339,714,1356,1583,1972,403.727,1602,1431,889,1287,1295,769,1422,350.489,1173,970,782,349.8532,1054,463.6466,1152,37.29334,1658,695,1583,309.3979,945,1646,30.4906,1213,1178,783,1174,1113,657,1197,307.7259,273.3594,951,794.2979,37.29405,326.3043,832,43.07792,1509,172.003,643,57.6087,881,199.0435,1280,542,733,1028,501,798,195.2125,269.5971,1090,212.2746
"557",558,"Factor #558",19.6855,101,4.995252,298.6522,330.1304,653.4348,500.0435,417.1703,417.6957,403.3478,343.8696,646.913,306.3478,638.087,370.1739,344.6522,290.1173,870,759.5652,211.2174,189.0435,448.3478,153.7826,203.3043,102.999,281.2174,479.9565,570.2174,410.6474,704.1304,578.4783,517.7391,678.7826,376.8261,346.7711,581.7391,420.9426,63.26087,1247,401.6957,1217.446,159.7826,683.163,274.3043,360.4348,326.0244,750.5313,685.0394,197.3043,682.9565,462.8261,346.1304,520.7826,426.8696,409.5217,678.3226,294.7826,601.6338,460.2174,320.6087,327.3478,498.4783,446.2609,356.5217,50.17391,962,374.7826,974,326.3478,409.8478,1046.775,110.2703,397.6957,335.3627,269.9565,425.8033,327.7391,328.1739,519.3478,195.6249,273.5217,210.8363,302.722,49.78261,172.8261,429.913,76.85256,790,187.4783,211.3043,37.57488,240.3913,119.2122,577.7391,284.5652,277.9565,499.9565,213.2174,180.1304,157.913,232.3478,450.8696,131.6087
"559",557,"Factor #557",19.701,101,12.43501,242.7185,351.7395,633,538.5687,346.3144,318.7594,400.7137,350.2818,647,333.853,638,220.8496,339.913,240.928,1043,759.5652,162.2609,169.5428,429.394,90.89242,139.9004,163.0309,281.2174,465.8696,564.1175,486.8938,757.3043,566.5165,518,679,303.3473,748.1629,561.7635,461.3633,71.39777,815,298.9479,1046.49,80.34526,743.7811,351.8812,313.259,407.2004,568.074,688.0769,123.1623,683,471.2773,347.5488,570.3008,368.3419,172.0519,762,250.4151,522,478.3529,282.4208,247.935,547.0806,417.7971,333.7765,50.17391,929,269.8696,885,292.2849,563.7737,905,137.2963,250.9974,344.6289,236.3296,459.336,281.6663,280.8182,547.2953,216.0049,211.8379,646.1337,342.8453,47.76751,93.7857,380.2086,77.92268,711,122.4783,166.9083,34.86014,280.0503,125.123,578,115.8499,267.7266,540.2401,139.3913,123.1833,173.3686,207.8779,272.8607,121.4457
"560",559,"Factor #559",19.7058,101,29.87103,337.9625,381.6593,689.1059,657,558.3812,429.6304,502.7724,494.5929,756.6147,422.0969,909.4152,373.3115,323.5087,364.6873,811.7237,745.0083,163.3815,264.8901,501.5573,125.5519,258.3411,252.2271,196.7039,479.9565,764.2849,736.1829,977.792,678,544,1099.468,599.7374,1365.873,613.4925,600.2527,118.7747,843.3832,586.9438,1156.78,120.6522,1103.496,534.0958,441.9935,579.6959,737.4003,1102.971,109.3362,587.2893,584.1156,395.9421,641.8344,456.8715,368.0626,767.7149,321.019,385.9078,902.2219,295.6087,278.8082,565.5514,436.8154,496.4055,40.78261,478.8113,226.6631,439.6841,332.4159,1081.354,975.4621,262.3032,487.7977,525.3731,367.5395,669,425.9867,327.7335,723.5908,279.2132,322.972,1193.437,566.3055,146.1002,115.4032,392.3825,141.1164,556.9528,65.21739,206.9929,30.43508,407.4891,257.8519,513.3043,189.6877,335.5,601.8463,141.4134,267.0103,273.5617,245.8494,373.2682,154.087
"561",556,"Factor #556",19.7071,101,29.66686,357.7452,445.4679,682,617,548,436.7609,476.2195,494.5929,756.6147,444.311,898.9369,373.3115,323.5087,364.6873,841.8107,741,181.2511,284.064,501.5573,125.5519,265.4532,262.401,177.0339,295.0292,762,743,951,662.5689,513.8482,1132,580.1214,1405,628.178,594,114.6063,752.3367,577,1156.78,110.087,1112,509,401.3275,558,692,1119,163.0544,587.2893,576.7013,395.9421,659.9131,476.7133,368.0626,769,321.019,362.5165,894,307.3478,278.8082,559,424.0411,496.4055,38.43478,394.3246,226.6631,439.6841,332.4159,1081.354,989,274.7859,490.4499,520,353.3056,674.1908,425.9867,360.3857,668.9642,290.1697,280.538,1162,566.3055,146.1002,129.9684,380.2086,141.1164,556.9528,65.21739,227.3407,29.40024,411.4505,230.7108,513.3043,179.8164,354.5967,644.1494,139.3913,267.0103,273.5617,236.8059,373.2682,154.087
